compact_id	family_id	genome_id	feature_type
I8RK	FAM_I292	E_coli_GCF_002214205_1	I
I8RL	FAM_I375	E_coli_GCF_002214205_1	I
I8RM	FAM_I562	E_coli_GCF_002214205_1	I
I8RN	FAM_I2330	E_coli_GCF_002214205_1	I
I8RO	FAM_I1946	E_coli_GCF_002214205_1	I
I8RP	FAM_I1365	E_coli_GCF_002214205_1	I
I8RQ	SING_I8RQ	E_coli_GCF_002214205_1	I
I8RR	SING_I8RR	E_coli_GCF_002214205_1	I
I8RS	FAM_I1750	E_coli_GCF_002214205_1	I
I8RT	FAM_I1277	E_coli_GCF_002214205_1	I
I8RU	FAM_I1322	E_coli_GCF_002214205_1	I
I8RV	FAM_I1171	E_coli_GCF_002214205_1	I
I8RW	FAM_I1146	E_coli_GCF_002214205_1	I
I8RX	FAM_I234	E_coli_GCF_002214205_1	I
I8RY	FAM_I1801	E_coli_GCF_002214205_1	I
I8RZ	FAM_I631	E_coli_GCF_002214205_1	I
I8S	FAM_I613	E_coli_GCF_000005845_2	I
I8S0	FAM_I291	E_coli_GCF_002214205_1	I
I8S1	FAM_I2599	E_coli_GCF_002214205_1	I
I8S2	FAM_I563	E_coli_GCF_002214205_1	I
I8S3	FAM_I2120	E_coli_GCF_002214205_1	I
I8S4	FAM_I434	E_coli_GCF_002214205_1	I
I8S5	FAM_I884	E_coli_GCF_002214205_1	I
I8S6	FAM_I88	E_coli_GCF_002214205_1	I
I8S7	FAM_I1991	E_coli_GCF_002214205_1	I
I8S8	FAM_I1749	E_coli_GCF_002214205_1	I
I8S9	FAM_I179	E_coli_GCF_002214205_1	I
I8SA	FAM_I1323	E_coli_GCF_002214205_1	I
I8SB	FAM_I1170	E_coli_GCF_002214205_1	I
I8SC	FAM_I1145	E_coli_GCF_002214205_1	I
I8SD	FAM_I235	E_coli_GCF_002214205_1	I
I8SE	FAM_I2060	E_coli_GCF_002214205_1	I
I8SF	FAM_I630	E_coli_GCF_002214205_1	I
I8SG	FAM_I2857	E_coli_GCF_002214205_1	I
I8SH	FAM_I376	E_coli_GCF_002214205_1	I
I8SI	FAM_I2607	E_coli_GCF_002214205_1	I
I8SJ	FAM_I2833	E_coli_GCF_002214205_1	I
I8SK	FAM_I435	E_coli_GCF_002214205_1	I
I8SL	FAM_I885	E_coli_GCF_002214205_1	I
I8SM	FAM_I87	E_coli_GCF_002214205_1	I
I8SN	FAM_I2162	E_coli_GCF_002214205_1	I
I8SO	FAM_I1748	E_coli_GCF_002214205_1	I
I8SP	FAM_I178	E_coli_GCF_002214205_1	I
I8SQ	FAM_I1411	E_coli_GCF_002214205_1	I
I8SR	FAM_I178	E_coli_GCF_002214205_1	I
I8SS	FAM_I1830	E_coli_GCF_002214205_1	I
I8ST	FAM_I1169	E_coli_GCF_002214205_1	I
I8SU	FAM_I1144	E_coli_GCF_002214205_1	I
I8SV	FAM_I1802	E_coli_GCF_002214205_1	I
I8SW	FAM_I1892	E_coli_GCF_002214205_1	I
I8SX	FAM_I629	E_coli_GCF_002214205_1	I
I8SY	FAM_I29	E_coli_GCF_002214205_1	I
I8SZ	FAM_I86	E_coli_GCF_002214205_1	I
I8T	FAM_I769	E_coli_GCF_000005845_2	I
I8T0	FAM_I676	E_coli_GCF_002214205_1	I
I8T1	FAM_I2163	E_coli_GCF_002214205_1	I
I8T2	FAM_I728	E_coli_GCF_002214205_1	I
I8T3	FAM_I1990	E_coli_GCF_002214205_1	I
I8T4	FAM_I1747	E_coli_GCF_002214205_1	I
I8T5	FAM_I1143	E_coli_GCF_002214205_1	I
I8T6	FAM_I2424	E_coli_GCF_002214205_1	I
I8T7	FAM_I2857	E_coli_GCF_002214205_1	I
I8T8	FAM_I2857	E_coli_GCF_002214205_1	I
I8T9	FAM_I290	E_coli_GCF_002214205_1	I
I8TA	FAM_I2857	E_coli_GCF_002214205_1	I
I8TB	SING_I8TB	E_coli_GCF_002214205_1	I
I8TC	SING_I8TC	E_coli_GCF_002214205_1	I
I8TD	SING_I8TD	E_coli_GCF_002214205_1	I
I8TE	FAM_I1259	E_coli_GCF_002214205_1	I
I8TF	FAM_I2329	E_coli_GCF_002214205_1	I
I8TG	FAM_I436	E_coli_GCF_002214205_1	I
I8TH	FAM_I886	E_coli_GCF_002214205_1	I
I8TI	FAM_I85	E_coli_GCF_002214205_1	I
I8TJ	FAM_I2829	E_coli_GCF_002214205_1	I
I8TK	FAM_I1746	E_coli_GCF_002214205_1	I
I8TL	FAM_I177	E_coli_GCF_002214205_1	I
I8TM	FAM_I1324	E_coli_GCF_002214205_1	I
I8TN	FAM_I1168	E_coli_GCF_002214205_1	I
I8TO	FAM_I1142	E_coli_GCF_002214205_1	I
I8TP	FAM_I2797	E_coli_GCF_002214205_1	I
I8TQ	FAM_I2883	E_coli_GCF_002214205_1	I
I8TR	FAM_I628	E_coli_GCF_002214205_1	I
I8TS	FAM_I983	E_coli_GCF_002214205_1	I
I8TT	FAM_I2328	E_coli_GCF_002214205_1	I
I8TU	FAM_I564	E_coli_GCF_002214205_1	I
I8TV	FAM_I437	E_coli_GCF_002214205_1	I
I8TW	FAM_I84	E_coli_GCF_002214205_1	I
I8TX	FAM_I677	E_coli_GCF_002214205_1	I
I8TY	FAM_I2300	E_coli_GCF_002214205_1	I
I8TZ	FAM_I1989	E_coli_GCF_002214205_1	I
I8U	FAM_I1810	E_coli_GCF_000005845_2	I
I8U0	FAM_I1745	E_coli_GCF_002214205_1	I
I8U1	FAM_I176	E_coli_GCF_002214205_1	I
I8U2	FAM_I1829	E_coli_GCF_002214205_1	I
I8U3	FAM_I2247	E_coli_GCF_002214205_1	I
I8U4	FAM_I1141	E_coli_GCF_002214205_1	I
I8U5	FAM_I2423	E_coli_GCF_002214205_1	I
I8U6	FAM_I2059	E_coli_GCF_002214205_1	I
I8U7	FAM_I627	E_coli_GCF_002214205_1	I
I8U8	SING_I8U8	E_coli_GCF_002214205_1	I
I8U9	FAM_I377	E_coli_GCF_002214205_1	I
I8UA	FAM_I2035	E_coli_GCF_002214205_1	I
I8UB	FAM_I2035	E_coli_GCF_002214205_1	I
I8UC	FAM_I83	E_coli_GCF_002214205_1	I
I8UD	FAM_I678	E_coli_GCF_002214205_1	I
I8UE	FAM_I2301	E_coli_GCF_002214205_1	I
I8UF	FAM_I729	E_coli_GCF_002214205_1	I
I8UG	FAM_I1744	E_coli_GCF_002214205_1	I
I8UH	FAM_I175	E_coli_GCF_002214205_1	I
I8UI	FAM_I2773	E_coli_GCF_002214205_1	I
I8UJ	FAM_I1167	E_coli_GCF_002214205_1	I
I8UK	SING_I8UK	E_coli_GCF_002214205_1	I
I8UL	FAM_I2422	E_coli_GCF_002214205_1	I
I8UM	FAM_I2058	E_coli_GCF_002214205_1	I
I8UN	FAM_I626	E_coli_GCF_002214205_1	I
I8UO	FAM_I1052	E_coli_GCF_002214205_1	I
I8UP	FAM_I2327	E_coli_GCF_002214205_1	I
I8UQ	FAM_I1945	E_coli_GCF_002214205_1	I
I8UR	FAM_I2486	E_coli_GCF_002214205_1	I
I8US	FAM_I2469	E_coli_GCF_002214205_1	I
I8UT	FAM_I1902	E_coli_GCF_002214205_1	I
I8UU	FAM_I1743	E_coli_GCF_002214205_1	I
I8UV	FAM_I174	E_coli_GCF_002214205_1	I
I8UW	FAM_I761	E_coli_GCF_002214205_1	I
I8UX	FAM_I2359	E_coli_GCF_002214205_1	I
I8UY	FAM_I1301	E_coli_GCF_002214205_1	I
I8UZ	FAM_I1741	E_coli_GCF_002214205_1	I
I8V	FAM_I245	E_coli_GCF_000005845_2	I
I8V0	FAM_I800	E_coli_GCF_002214205_1	I
I8V1	FAM_I1393	E_coli_GCF_002214205_1	I
I8V2	FAM_I2195	E_coli_GCF_002214205_1	I
I8V3	FAM_I1139	E_coli_GCF_002214205_1	I
I8V4	FAM_I1051	E_coli_GCF_002214205_1	I
I8V5	FAM_I378	E_coli_GCF_002214205_1	I
I8V6	FAM_I565	E_coli_GCF_002214205_1	I
I8V7	FAM_I2121	E_coli_GCF_002214205_1	I
I8V8	FAM_I82	E_coli_GCF_002214205_1	I
I8V9	FAM_I679	E_coli_GCF_002214205_1	I
I8VA	FAM_I935	E_coli_GCF_002214205_1	I
I8VB	FAM_I1987	E_coli_GCF_002214205_1	I
I8VC	FAM_I1740	E_coli_GCF_002214205_1	I
I8VD	FAM_I173	E_coli_GCF_002214205_1	I
I8VE	FAM_I1492	E_coli_GCF_002214205_1	I
I8VF	FAM_I1828	E_coli_GCF_002214205_1	I
I8VG	SING_I8VG	E_coli_GCF_002214205_1	I
I8VH	FAM_I1138	E_coli_GCF_002214205_1	I
I8VI	FAM_I2421	E_coli_GCF_002214205_1	I
I8VJ	FAM_I2268	E_coli_GCF_002214205_1	I
I8VK	SING_I8VK	E_coli_GCF_002214205_1	I
I8VL	FAM_I439	E_coli_GCF_002214205_1	I
I8VM	FAM_I887	E_coli_GCF_002214205_1	I
I8VN	FAM_I2122	E_coli_GCF_002214205_1	I
I8VO	FAM_I1387	E_coli_GCF_002214205_1	I
I8VP	FAM_I2625	E_coli_GCF_002214205_1	I
I8VQ	FAM_I1258	E_coli_GCF_002214205_1	I
I8VR	FAM_I2309	E_coli_GCF_002214205_1	I
I8VS	FAM_I1090	E_coli_GCF_002214205_1	I
I8VT	FAM_I2358	E_coli_GCF_002214205_1	I
I8VU	FAM_I1286	E_coli_GCF_002214205_1	I
I8VV	FAM_I172	E_coli_GCF_002214205_1	I
I8VW	FAM_I1665	E_coli_GCF_002214205_1	I
I8VX	FAM_I2844	E_coli_GCF_002214205_1	I
I8VY	FAM_I1050	E_coli_GCF_002214205_1	I
I8VZ	FAM_I2797	E_coli_GCF_002214205_1	I
I8W	FAM_I1498	E_coli_GCF_000005845_2	I
I8W0	FAM_I238	E_coli_GCF_002214205_1	I
I8W1	FAM_I1803	E_coli_GCF_002214205_1	I
I8W2	SING_I8W2	E_coli_GCF_002214205_1	I
I8W3	SING_I8W3	E_coli_GCF_002214205_1	I
I8W4	FAM_I1257	E_coli_GCF_002214205_1	I
I8W5	FAM_I770	E_coli_GCF_002214205_1	I
I8W6	FAM_I1366	E_coli_GCF_002214205_1	I
I8W7	FAM_I1237	E_coli_GCF_002214205_1	I
I8W8	FAM_I1985	E_coli_GCF_002214205_1	I
I8W9	FAM_I1739	E_coli_GCF_002214205_1	I
I8WA	SING_I8WA	E_coli_GCF_002214205_1	I
I8WB	SING_I8WB	E_coli_GCF_002214205_1	I
I8WC	FAM_I2723	E_coli_GCF_002214205_1	I
I8WD	FAM_I2786	E_coli_GCF_002214205_1	I
I8WE	FAM_I2273	E_coli_GCF_002214205_1	I
I8WF	FAM_I2208	E_coli_GCF_002214205_1	I
I8WG	FAM_I2825	E_coli_GCF_002214205_1	I
I8WH	SING_I8WH	E_coli_GCF_002214205_1	I
I8WI	SING_I8WI	E_coli_GCF_002214205_1	I
I8WJ	SING_I8WJ	E_coli_GCF_002214205_1	I
I8WK	FAM_I2243	E_coli_GCF_002214205_1	I
I8WL	FAM_I2719	E_coli_GCF_002214205_1	I
I8WM	SING_I8WM	E_coli_GCF_002214205_1	I
I8WN	FAM_I1238	E_coli_GCF_002214205_1	I
I8WO	FAM_I1664	E_coli_GCF_002214205_1	I
I8WP	SING_I8WP	E_coli_GCF_002214205_1	I
I8WQ	FAM_I1025	E_coli_GCF_002214205_1	I
I8WR	SING_I8WR	E_coli_GCF_002214205_1	I
I8WS	SING_I8WS	E_coli_GCF_002214205_1	I
I8WT	FAM_I2226	E_coli_GCF_002214205_1	I
I8WU	SING_I8WU	E_coli_GCF_002214205_1	I
I8WV	SING_I8WV	E_coli_GCF_002214205_1	I
I8WW	FAM_I171	E_coli_GCF_002214205_1	I
I8WX	FAM_I379	E_coli_GCF_002214205_1	I
I8WY	FAM_I1827	E_coli_GCF_002214205_1	I
I8WZ	FAM_I239	E_coli_GCF_002214205_1	I
I8X	FAM_I48	E_coli_GCF_000005845_2	I
I8X0	FAM_I1804	E_coli_GCF_002214205_1	I
I8X1	FAM_I680	E_coli_GCF_002214205_1	I
I8X2	FAM_I2037	E_coli_GCF_002214205_1	I
I8X3	FAM_I81	E_coli_GCF_002214205_1	I
I8X4	FAM_I287	E_coli_GCF_002214205_1	I
I8X5	FAM_I2272	E_coli_GCF_002214205_1	I
I8X6	FAM_I2823	E_coli_GCF_002214205_1	I
I8X7	FAM_I2823	E_coli_GCF_002214205_1	I
I8X8	FAM_I1367	E_coli_GCF_002214205_1	I
I8X9	SING_I8X9	E_coli_GCF_002214205_1	I
I8XA	FAM_I2696	E_coli_GCF_002214205_1	I
I8XB	FAM_I2270	E_coli_GCF_002214205_1	I
I8XC	FAM_I2826	E_coli_GCF_002214205_1	I
I8XD	FAM_I380	E_coli_GCF_002214205_1	I
I8XE	FAM_I2038	E_coli_GCF_002214205_1	I
I8XF	FAM_I2398	E_coli_GCF_002214205_1	I
I8XG	FAM_I1010	E_coli_GCF_002214205_1	I
I8XH	FAM_I2227	E_coli_GCF_002214205_1	I
I8XI	FAM_I1639	E_coli_GCF_002214205_1	I
I8XJ	FAM_I1617	E_coli_GCF_002214205_1	I
I8XK	FAM_I1738	E_coli_GCF_002214205_1	I
I8XL	FAM_I170	E_coli_GCF_002214205_1	I
I8XM	FAM_I986	E_coli_GCF_002214205_1	I
I8XN	FAM_I1335	E_coli_GCF_002214205_1	I
I8XO	FAM_I170	E_coli_GCF_002214205_1	I
I8XP	FAM_I440	E_coli_GCF_002214205_1	I
I8XQ	FAM_I555	E_coli_GCF_002214205_1	I
I8XR	FAM_I1903	E_coli_GCF_002214205_1	I
I8XS	FAM_I286	E_coli_GCF_002214205_1	I
I8XT	FAM_I80	E_coli_GCF_002214205_1	I
I8XU	FAM_I762	E_coli_GCF_002214205_1	I
I8XV	FAM_I625	E_coli_GCF_002214205_1	I
I8XW	FAM_I2249	E_coli_GCF_002214205_1	I
I8XX	FAM_I1844	E_coli_GCF_002214205_1	I
I8XY	FAM_I2271	E_coli_GCF_002214205_1	I
I8XZ	FAM_I1256	E_coli_GCF_002214205_1	I
I8Y	FAM_I1296	E_coli_GCF_000005845_2	I
I8Y0	FAM_I768	E_coli_GCF_002214205_1	I
I8Y1	FAM_I1087	E_coli_GCF_002214205_1	I
I8Y2	FAM_I2356	E_coli_GCF_002214205_1	I
I8Y3	FAM_I1983	E_coli_GCF_002214205_1	I
I8Y4	FAM_I441	E_coli_GCF_002214205_1	I
I8Y5	FAM_I169	E_coli_GCF_002214205_1	I
I8Y6	FAM_I1677	E_coli_GCF_002214205_1	I
I8Y7	FAM_I79	E_coli_GCF_002214205_1	I
I8Y8	FAM_I2419	E_coli_GCF_002214205_1	I
I8Y9	FAM_I381	E_coli_GCF_002214205_1	I
I8YA	FAM_I1843	E_coli_GCF_002214205_1	I
I8YB	FAM_I1287	E_coli_GCF_002214205_1	I
I8YC	FAM_I1255	E_coli_GCF_002214205_1	I
I8YD	FAM_I767	E_coli_GCF_002214205_1	I
I8YE	SING_I8YE	E_coli_GCF_002214205_1	I
I8YF	FAM_I2889	E_coli_GCF_002214205_1	I
I8YG	FAM_I1982	E_coli_GCF_002214205_1	I
I8YH	FAM_I1736	E_coli_GCF_002214205_1	I
I8YI	FAM_I5	E_coli_GCF_002214205_1	I
I8YJ	FAM_I556	E_coli_GCF_002214205_1	I
I8YK	FAM_I1676	E_coli_GCF_002214205_1	I
I8YL	FAM_I2399	E_coli_GCF_002214205_1	I
I8YM	FAM_I1219	E_coli_GCF_002214205_1	I
I8YN	FAM_I388	E_coli_GCF_002214205_1	I
I8YO	SING_I8YO	E_coli_GCF_002214205_1	I
I8YP	SING_I8YP	E_coli_GCF_002214205_1	I
I8YQ	SING_I8YQ	E_coli_GCF_002214205_1	I
I8YR	SING_I8YR	E_coli_GCF_002214205_1	I
I8YS	FAM_I2470	E_coli_GCF_002214205_1	I
I8YT	FAM_I168	E_coli_GCF_002214205_1	I
I8YU	FAM_I1825	E_coli_GCF_002214205_1	I
I8YV	FAM_I2193	E_coli_GCF_002214205_1	I
I8YW	FAM_I1303	E_coli_GCF_002214205_1	I
I8YX	FAM_I2250	E_coli_GCF_002214205_1	I
I8YY	FAM_I2056	E_coli_GCF_002214205_1	I
I8YZ	FAM_I624	E_coli_GCF_002214205_1	I
I8Z	FAM_I602	E_coli_GCF_000005845_2	I
I8Z0	FAM_I285	E_coli_GCF_002214205_1	I
I8Z1	FAM_I1842	E_coli_GCF_002214205_1	I
I8Z2	FAM_I946	E_coli_GCF_002214205_1	I
I8Z3	FAM_I1049	E_coli_GCF_002214205_1	I
I8Z4	SING_I8Z4	E_coli_GCF_002214205_1	I
I8Z5	FAM_I2326	E_coli_GCF_002214205_1	I
I8Z6	FAM_I566	E_coli_GCF_002214205_1	I
I8Z7	FAM_I78	E_coli_GCF_002214205_1	I
I8Z8	FAM_I1735	E_coli_GCF_002214205_1	I
I8Z9	FAM_I2177	E_coli_GCF_002214205_1	I
I8ZA	FAM_I1221	E_coli_GCF_002214205_1	I
I8ZB	FAM_I443	E_coli_GCF_002214205_1	I
I8ZC	FAM_I1891	E_coli_GCF_002214205_1	I
I8ZD	FAM_I623	E_coli_GCF_002214205_1	I
I8ZE	FAM_I284	E_coli_GCF_002214205_1	I
I8ZF	FAM_I730	E_coli_GCF_002214205_1	I
I8ZG	FAM_I1227	E_coli_GCF_002214205_1	I
I8ZH	FAM_I1048	E_coli_GCF_002214205_1	I
I8ZI	FAM_I2325	E_coli_GCF_002214205_1	I
I8ZJ	FAM_I1944	E_coli_GCF_002214205_1	I
I8ZK	FAM_I240	E_coli_GCF_002214205_1	I
I8ZL	FAM_I77	E_coli_GCF_002214205_1	I
I8ZM	FAM_I1890	E_coli_GCF_002214205_1	I
I8ZN	FAM_I1734	E_coli_GCF_002214205_1	I
I8ZO	FAM_I167	E_coli_GCF_002214205_1	I
I8ZP	FAM_I2178	E_coli_GCF_002214205_1	I
I8ZQ	FAM_I1222	E_coli_GCF_002214205_1	I
I8ZR	FAM_I444	E_coli_GCF_002214205_1	I
I8ZS	FAM_I557	E_coli_GCF_002214205_1	I
I8ZT	FAM_I681	E_coli_GCF_002214205_1	I
I8ZU	FAM_I2055	E_coli_GCF_002214205_1	I
I8ZV	FAM_I622	E_coli_GCF_002214205_1	I
I8ZW	FAM_I1228	E_coli_GCF_002214205_1	I
I8ZX	FAM_I1047	E_coli_GCF_002214205_1	I
I8ZY	FAM_I1008	E_coli_GCF_002214205_1	I
I8ZZ	FAM_I1943	E_coli_GCF_002214205_1	I
I9	FAM_I1161	E_coli_GCF_000005845_2	I
I90	FAM_I2099	E_coli_GCF_000005845_2	I
I900	FAM_I1675	E_coli_GCF_002214205_1	I
I901	FAM_I76	E_coli_GCF_002214205_1	I
I902	FAM_I2039	E_coli_GCF_002214205_1	I
I903	FAM_I1897	E_coli_GCF_002214205_1	I
I904	FAM_I1733	E_coli_GCF_002214205_1	I
I905	FAM_I166	E_coli_GCF_002214205_1	I
I906	FAM_I1223	E_coli_GCF_002214205_1	I
I907	FAM_I445	E_coli_GCF_002214205_1	I
I908	FAM_I558	E_coli_GCF_002214205_1	I
I909	FAM_I1904	E_coli_GCF_002214205_1	I
I90A	FAM_I621	E_coli_GCF_002214205_1	I
I90B	FAM_I283	E_coli_GCF_002214205_1	I
I90C	FAM_I945	E_coli_GCF_002214205_1	I
I90D	FAM_I1046	E_coli_GCF_002214205_1	I
I90E	FAM_I2284	E_coli_GCF_002214205_1	I
I90F	FAM_I1942	E_coli_GCF_002214205_1	I
I90G	FAM_I766	E_coli_GCF_002214205_1	I
I90H	FAM_I75	E_coli_GCF_002214205_1	I
I90I	FAM_I2284	E_coli_GCF_002214205_1	I
I90J	FAM_I1898	E_coli_GCF_002214205_1	I
I90K	FAM_I2618	E_coli_GCF_002214205_1	I
I90L	FAM_I165	E_coli_GCF_002214205_1	I
I90M	FAM_I2192	E_coli_GCF_002214205_1	I
I90N	FAM_I446	E_coli_GCF_002214205_1	I
I90O	FAM_I559	E_coli_GCF_002214205_1	I
I90P	FAM_I1905	E_coli_GCF_002214205_1	I
I90Q	FAM_I620	E_coli_GCF_002214205_1	I
I90R	FAM_I282	E_coli_GCF_002214205_1	I
I90S	FAM_I1229	E_coli_GCF_002214205_1	I
I90T	FAM_I1045	E_coli_GCF_002214205_1	I
I90U	FAM_I2324	E_coli_GCF_002214205_1	I
I90V	FAM_I1254	E_coli_GCF_002214205_1	I
I90W	FAM_I1941	E_coli_GCF_002214205_1	I
I90X	FAM_I1674	E_coli_GCF_002214205_1	I
I90Y	FAM_I74	E_coli_GCF_002214205_1	I
I90Z	FAM_I1981	E_coli_GCF_002214205_1	I
I91	FAM_I577	E_coli_GCF_000005845_2	I
I910	FAM_I1732	E_coli_GCF_002214205_1	I
I911	FAM_I1805	E_coli_GCF_002214205_1	I
I912	FAM_I2724	E_coli_GCF_002214205_1	I
I913	FAM_I2054	E_coli_GCF_002214205_1	I
I914	FAM_I447	E_coli_GCF_002214205_1	I
I915	FAM_I1278	E_coli_GCF_002214205_1	I
I916	FAM_I2164	E_coli_GCF_002214205_1	I
I917	FAM_I731	E_coli_GCF_002214205_1	I
I918	FAM_I1230	E_coli_GCF_002214205_1	I
I919	FAM_I1044	E_coli_GCF_002214205_1	I
I91A	FAM_I2323	E_coli_GCF_002214205_1	I
I91B	FAM_I2355	E_coli_GCF_002214205_1	I
I91C	FAM_I923	E_coli_GCF_002214205_1	I
I91D	FAM_I1054	E_coli_GCF_002214205_1	I
I91E	FAM_I164	E_coli_GCF_002214205_1	I
I91F	FAM_I2191	E_coli_GCF_002214205_1	I
I91G	FAM_I2471	E_coli_GCF_002214205_1	I
I91H	FAM_I2418	E_coli_GCF_002214205_1	I
I91I	FAM_I748	E_coli_GCF_002214205_1	I
I91J	FAM_I889	E_coli_GCF_002214205_1	I
I91K	FAM_I280	E_coli_GCF_002214205_1	I
I91L	FAM_I2165	E_coli_GCF_002214205_1	I
I91M	FAM_I732	E_coli_GCF_002214205_1	I
I91N	FAM_I1231	E_coli_GCF_002214205_1	I
I91O	FAM_I1043	E_coli_GCF_002214205_1	I
I91P	FAM_I2322	E_coli_GCF_002214205_1	I
I91Q	FAM_I1940	E_coli_GCF_002214205_1	I
I91R	FAM_I922	E_coli_GCF_002214205_1	I
I91S	FAM_I2747	E_coli_GCF_002214205_1	I
I91T	FAM_I2564	E_coli_GCF_002214205_1	I
I91U	FAM_I567	E_coli_GCF_002214205_1	I
I91V	FAM_I1137	E_coli_GCF_002214205_1	I
I91W	FAM_I2417	E_coli_GCF_002214205_1	I
I91X	FAM_I241	E_coli_GCF_002214205_1	I
I91Y	FAM_I860	E_coli_GCF_002214205_1	I
I91Z	FAM_I279	E_coli_GCF_002214205_1	I
I92	FAM_I2892	E_coli_GCF_000005845_2	I
I920	FAM_I2400	E_coli_GCF_002214205_1	I
I921	FAM_I733	E_coli_GCF_002214205_1	I
I922	FAM_I1216	E_coli_GCF_002214205_1	I
I923	FAM_I1042	E_coli_GCF_002214205_1	I
I924	FAM_I2321	E_coli_GCF_002214205_1	I
I925	FAM_I1939	E_coli_GCF_002214205_1	I
I926	FAM_I921	E_coli_GCF_002214205_1	I
I927	FAM_I72	E_coli_GCF_002214205_1	I
I928	FAM_I1731	E_coli_GCF_002214205_1	I
I929	FAM_I22	E_coli_GCF_002214205_1	I
I92A	FAM_I568	E_coli_GCF_002214205_1	I
I92B	FAM_I1136	E_coli_GCF_002214205_1	I
I92C	FAM_I2292	E_coli_GCF_002214205_1	I
I92D	FAM_I448	E_coli_GCF_002214205_1	I
I92E	FAM_I890	E_coli_GCF_002214205_1	I
I92F	FAM_I278	E_coli_GCF_002214205_1	I
I92G	FAM_I1436	E_coli_GCF_002214205_1	I
I92H	FAM_I734	E_coli_GCF_002214205_1	I
I92I	FAM_I1232	E_coli_GCF_002214205_1	I
I92J	FAM_I1041	E_coli_GCF_002214205_1	I
I92K	FAM_I2320	E_coli_GCF_002214205_1	I
I92L	FAM_I1085	E_coli_GCF_002214205_1	I
I92M	FAM_I920	E_coli_GCF_002214205_1	I
I92N	FAM_I71	E_coli_GCF_002214205_1	I
I92O	FAM_I1730	E_coli_GCF_002214205_1	I
I92P	FAM_I163	E_coli_GCF_002214205_1	I
I92Q	FAM_I569	E_coli_GCF_002214205_1	I
I92R	FAM_I2123	E_coli_GCF_002214205_1	I
I92S	FAM_I2293	E_coli_GCF_002214205_1	I
I92T	FAM_I449	E_coli_GCF_002214205_1	I
I92U	FAM_I891	E_coli_GCF_002214205_1	I
I92V	FAM_I682	E_coli_GCF_002214205_1	I
I92W	FAM_I2401	E_coli_GCF_002214205_1	I
I92X	FAM_I1334	E_coli_GCF_002214205_1	I
I92Y	FAM_I938	E_coli_GCF_002214205_1	I
I92Z	FAM_I938	E_coli_GCF_002214205_1	I
I93	FAM_I394	E_coli_GCF_000005845_2	I
I930	FAM_I2319	E_coli_GCF_002214205_1	I
I931	FAM_I1938	E_coli_GCF_002214205_1	I
I932	FAM_I919	E_coli_GCF_002214205_1	I
I933	FAM_I1980	E_coli_GCF_002214205_1	I
I934	FAM_I1729	E_coli_GCF_002214205_1	I
I935	FAM_I1666	E_coli_GCF_002214205_1	I
I936	FAM_I2771	E_coli_GCF_002214205_1	I
I937	FAM_I2124	E_coli_GCF_002214205_1	I
I938	FAM_I2294	E_coli_GCF_002214205_1	I
I939	FAM_I450	E_coli_GCF_002214205_1	I
I93A	FAM_I242	E_coli_GCF_002214205_1	I
I93B	FAM_I1806	E_coli_GCF_002214205_1	I
I93C	FAM_I1806	E_coli_GCF_002214205_1	I
I93D	FAM_I2040	E_coli_GCF_002214205_1	I
I93E	FAM_I1233	E_coli_GCF_002214205_1	I
I93F	FAM_I1040	E_coli_GCF_002214205_1	I
I93G	FAM_I2318	E_coli_GCF_002214205_1	I
I93H	FAM_I1937	E_coli_GCF_002214205_1	I
I93I	FAM_I918	E_coli_GCF_002214205_1	I
I93J	FAM_I70	E_coli_GCF_002214205_1	I
I93K	FAM_I162	E_coli_GCF_002214205_1	I
I93L	FAM_I382	E_coli_GCF_002214205_1	I
I93M	FAM_I570	E_coli_GCF_002214205_1	I
I93N	FAM_I2125	E_coli_GCF_002214205_1	I
I93O	FAM_I494	E_coli_GCF_002214205_1	I
I93P	FAM_I619	E_coli_GCF_002214205_1	I
I93Q	FAM_I277	E_coli_GCF_002214205_1	I
I93R	FAM_I735	E_coli_GCF_002214205_1	I
I93S	FAM_I1234	E_coli_GCF_002214205_1	I
I93T	FAM_I2041	E_coli_GCF_002214205_1	I
I93U	FAM_I2317	E_coli_GCF_002214205_1	I
I93V	FAM_I1936	E_coli_GCF_002214205_1	I
I93W	FAM_I917	E_coli_GCF_002214205_1	I
I93X	FAM_I69	E_coli_GCF_002214205_1	I
I93Y	FAM_I1632	E_coli_GCF_002214205_1	I
I93Z	FAM_I1728	E_coli_GCF_002214205_1	I
I94	FAM_I1571	E_coli_GCF_000005845_2	I
I940	FAM_I161	E_coli_GCF_002214205_1	I
I941	FAM_I383	E_coli_GCF_002214205_1	I
I942	FAM_I1135	E_coli_GCF_002214205_1	I
I943	FAM_I451	E_coli_GCF_002214205_1	I
I944	FAM_I495	E_coli_GCF_002214205_1	I
I945	FAM_I270	E_coli_GCF_002214205_1	I
I946	FAM_I854	E_coli_GCF_002214205_1	I
I947	FAM_I6	E_coli_GCF_002214205_1	I
I948	FAM_I1807	E_coli_GCF_002214205_1	I
I949	FAM_I916	E_coli_GCF_002214205_1	I
I94A	FAM_I68	E_coli_GCF_002214205_1	I
I94B	FAM_I2402	E_coli_GCF_002214205_1	I
I94C	FAM_I2619	E_coli_GCF_002214205_1	I
I94D	FAM_I1405	E_coli_GCF_002214205_1	I
